"Name";"ModId";"Version";"Type";"InternalCategory";"GOC";"FileId";"FileName";"FilePath";"PreviousFileName";"FileDate";"FileLength";"DownloadUrl";"GameVersion";"Dependencies";"Copy";"Add";"Update"
"Replay Mod";"82101112";"2.6.8";"Mods";;"True";"5046544656";"replaymod-1.19-2.6.8.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\replaymod-1.19-2.6.8.jar";;"14/08/2022 21:01:42";"13790175";"https://www.replaymod.com/download/download_new.php?version=1.19-2.6.8";"1.19";;"True";"False";"False"
"Roughly Enough Items";"310111";"9.1.528";"Mods";;"False";"3934334";"RoughlyEnoughItems-9.1.528.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\RoughlyEnoughItems-9.1.528.jar";"RoughlyEnoughItems-9.1.526.jar";"14/08/2022 17:13:33";"2076859";"https://edge.forgecdn.net/files/3934/334/RoughlyEnoughItems-9.1.528.jar";"1.19";"Cloth Config API(Required Dependency)/Fabric API(Required Dependency)/Architectury API(Required Dependency)";"True";"False";"True"
"Shield Corrections Colored";"308471";"1.3.0";"Ressources";;"True";"3851441";"Shield Corrections §c[Colored].zip";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Ressources\Shield Corrections §c[Colored].zip";;"28/06/2022 12:02:27";"380070";"https://edge.forgecdn.net/files/3851/441/Shield Corrections §c[Colored].zip";"1.19";;"True";"False";"False"
"Shield Corrections Regular";"308471";"1.3.0";"Ressources";;"True";"3851439";"Shield Corrections §7[Regular].zip";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Ressources\Shield Corrections §7[Regular].zip";;"28/06/2022 12:01:52";"382742";"https://edge.forgecdn.net/files/3851/439/Shield Corrections §7[Regular].zip";"1.19";;"True";"False";"False"
"ShulkerBoxTooltip";"315811";"3.1.1";"Mods";;"True";"3909739";"shulkerboxtooltip-3.1.1+1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\shulkerboxtooltip-3.1.1+1.19.jar";;"31/07/2022 16:43:40";"1154310";"https://edge.forgecdn.net/files/3909/739/shulkerboxtooltip-3.1.1+1.19.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Sodium";"394468";"0.4.2";"Mods";"NoOptifine";"True";"3820973";"sodium-fabric-mc1.19-0.4.2+build.16.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\sodium-fabric-mc1.19-0.4.2+build.16.jar";;"07/06/2022 17:25:02";"1364166";"https://edge.forgecdn.net/files/3820/973/sodium-fabric-mc1.19-0.4.2+build.16.jar";"1.19";;"True";"False";"False"
"Sodium Extra";"447673";"0.4.6";"Mods";"NoOptifine";"True";"3894489";"sodium-extra-0.4.6+mc1.19-build.47.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\sodium-extra-0.4.6+mc1.19-build.47.jar";;"23/07/2022 07:30:46";"224076";"https://edge.forgecdn.net/files/3894/489/sodium-extra-0.4.6+mc1.19-build.47.jar";"1.19";"Sodium(Required Dependency)";"True";"False";"False"
"ToolTipFix";"411557";"1.0.5";"Mods";;"False";"3820437";"tooltipfix-1.0.5-1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\tooltipfix-1.0.5-1.19.jar";;"07/06/2022 06:39:56";"10838";"https://edge.forgecdn.net/files/3820/437/tooltipfix-1.0.5-1.19.jar";"1.19";;"True";"False";"False"
"Tweakeroo";"297344";"0.14.0";"Mods";;"False";"3909404";"tweakeroo-fabric-1.19.0-0.14.0.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\tweakeroo-fabric-1.19.0-0.14.0.jar";;"31/07/2022 12:31:11";"269885";"https://edge.forgecdn.net/files/3909/404/tweakeroo-fabric-1.19.0-0.14.0.jar";"1.19";"MaLiLib(Required Dependency)";"True";"False";"False"
"WorldEdit";"225608";"7.2.11";"Mods";;"True";"3903074";"worldedit-mod-7.2.11-beta-02-dist.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\worldedit-mod-7.2.11-beta-02-dist.jar";;"28/07/2022 01:00:55";"5625215";"https://edge.forgecdn.net/files/3903/74/worldedit-mod-7.2.11-beta-02-dist.jar";"1.19";;"True";"False";"False"
"WTHIT";"440979";"5.10.0";"Mods";;"False";"3924691";"wthit-fabric-5.10.0.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\wthit-fabric-5.10.0.jar";;"08/08/2022 12:57:50";"376240";"https://edge.forgecdn.net/files/3924/691/wthit-fabric-5.10.0.jar";"1.19";"Fabric API(Required Dependency)/Bad Packets(Required Dependency)";"True";"False";"False"
"Xaeros Minimap";"263420";"22.12.0";"Mods";;"False";"50504649504648";"Xaeros_Minimap_22.12.0_Fabric_1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\Xaeros_Minimap_22.12.0_Fabric_1.19.jar";;"14/08/2022 21:03:08";"1287340";"https://chocolateminecraft.com/mods2/minimap/Xaeros_Minimap_22.12.0_Fabric_1.19.jar";"1.19";;"True";"False";"False"
"Xaeros WorldMap";"317780";"1.26.1";"Mods";;"False";"494650544649";"XaerosWorldMap_1.26.1_Fabric_1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\XaerosWorldMap_1.26.1_Fabric_1.19.jar";;"14/08/2022 21:03:14";"738244";"https://chocolateminecraft.com/mods2/worldmap/XaerosWorldMap_1.26.1_Fabric_1.19.jar";"1.19";;"True";"False";"False"
"Zoomify";"574741";"1.7.1";"Mods";"NoOptifine";"True";"3844111";"Zoomify-1.7.1.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\Zoomify-1.7.1.jar";;"22/06/2022 18:46:31";"294379";"https://edge.forgecdn.net/files/3844/111/Zoomify-1.7.1.jar";"1.19";"Fabric API(Required Dependency)/Cloth Config API(Required Dependency)/Fabric Language Kotlin(Required Dependency)";"True";"False";"False"
